School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2021-2022,NEBRASKA,3178990,WYNOT PUBLIC SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,15,,All Students,All Students in LEA,,,,,
2021-2022,NEBRASKA,3179050,YORK PUBLIC SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,111,,All Students,All Students in LEA,,,,,
2021-2022,NEBRASKA,3179080,YUTAN PUBLIC SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,42,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200001,STATE-SPONSORED CHARTER SCHOOLS,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,2377,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200021,DAVIDSON ACADEMY  SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,23,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200023,CORRECTIONAL SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<50%,15,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200030,CHURCHILL COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,242,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200060,CLARK COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,25393,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200090,DOUGLAS COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,456,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200120,ELKO COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80%,690,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200180,EUREKA COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,22,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200210,HUMBOLDT COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,212,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200240,LANDER COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,76,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200270,LINCOLN COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,50-54%,135,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200300,LYON COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,622,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200330,MINERAL COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,35,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200360,NYE COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,81%,424,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200390,CARSON CITY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,83%,519,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200420,PERSHING COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,31,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200450,STOREY COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,34,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200480,WASHOE COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,84%,4667,,All Students,All Students in LEA,,,,,
2021-2022,NEVADA,3200510,WHITE PINE COUNTY SCHOOL DISTRICT,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,88,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300003,John Stark Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,129,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300017,Exeter Region Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,96%,377,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300030,North Country Charter Academy,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-79%,27,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300035,Gorham Randolph Shelburne Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,39,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300036,Cocheco Arts And Technology Academy,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,4,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300040,Academy for Science and Design Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,53,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300041,CSI Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,16,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300043,Ledyard Charter Academy,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<50%,13,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300048,Great Bay Elearning Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,24,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300049,Prospect Mountain School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,111,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3300616,Milton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-79%,33,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3301740,Bedford School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,386,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3301860,Berlin School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,86,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3301950,Bow School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,163,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302340,Claremont School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,123,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302400,Colebrook School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,21,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302460,Concord School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,344,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302480,Contoocook Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,169,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302490,Conway School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,186,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302640,Dover School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,398,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302670,Dresden School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,195,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302880,Epping School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,63,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3302990,Fall Mountain Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,117,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303000,Farmington School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,60,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303090,Franklin School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65-69%,67,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303180,Gilford School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,116,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303240,Goffstown School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,234,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303271,Virtual Learning Academy Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,65-69%,162,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303289,Making Community Connections Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,<50%,14,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303291,Next Charter School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,14,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303296,Granite State Arts Academy Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,20,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303298,The Founders Academy Charter School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,20,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303305,LEAF Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,26,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303308,Kreiva Academy Public Charter School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-59%,30,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303315,Spark Academy of Advanced Technologies,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,2,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303330,Governor Wentworth Reg School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,156,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303660,Haverhill Cooperative School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,49,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303750,Hillsboro Deering Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,86,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303780,Hinsdale School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,26,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303850,Hollis/Brookline Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,209,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303900,Hopkinton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,78,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303930,Hudson School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85%,262,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3303960,Inter-lakes School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,76,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304030,Jaffrey-Rindge Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,89,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304040,Kearsarge Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,122,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304050,Keene School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90%,336,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304140,Laconia School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,129,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304230,Lebanon School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,162,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304260,Lincoln-Woodstock School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,21,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304290,Lisbon Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,28,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304350,Litchfield School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,102,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304380,Littleton School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,48,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304410,Londonderry School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,91%,350,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304590,Manchester School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,72%,1030,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304670,Mascenic Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,62,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304680,Mascoma Valley Reg School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,70,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304740,Merrimack School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,86%,314,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304760,Merrimack Valley School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,192,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304830,Milford School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,183,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304890,Monadnock Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,105,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304960,Moultonborough School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,43,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3304980,Nashua School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,88%,873,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305220,Newfound Area School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,95,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305280,Newmarket School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,74,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305310,Newport School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,62,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305400,Northumberland School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,24,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305520,Oyster River Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,217,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305550,Pelham School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,140,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305580,Pembroke School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,179,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305700,Pittsburg School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=50%,8,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305730,Pittsfield School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,50-59%,39,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305820,Portsmouth School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,282,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305830,Profile School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,34,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305880,Raymond School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,95,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3305940,Rochester School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,332,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306060,Salem School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,296,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306080,Sanborn Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,170,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306180,Shaker Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,96,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306240,Somersworth School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,93,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306260,Souhegan Cooperative School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,185,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306540,Sunapee School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,30,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3306720,Timberlane Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,253,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307050,White Mountain Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,85-89%,81,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307115,Wilton-Lyndeboro School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,45,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307170,Windham School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,97%,247,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307230,Winnacunnet Coop School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,92%,272,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307300,Winnisquam Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,113,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307330,Coe Brown Academy School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,143,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3307360,Pinkerton Academy School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,84%,801,,All Students,All Students in LEA,,,,,
2021-2022,NEW HAMPSHIRE,3399965,Pemi-baker Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,136,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400004,School District of the Chathams,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,95%,328,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400009,Somerset Hills Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,79%,217,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400019,Chartertech High School for the Performing Arts,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,81,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400022,Marion P. Thomas Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,124,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400024,North Star Academy Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,82%,296,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400032,Hoboken Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=80%,21,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400048,Academy Charter High School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,60-69%,44,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400050,Hunterdon County Vocational School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,55,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400070,TEAM Academy Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,93%,202,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400073,University Academy Charter High School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,104,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400078,LEAP Academy University Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,137,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400080,Freedom Prep Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,30-34%,92,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400083,Union County TEAMS Charter School-High School/College LA,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,36,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400085,OFFICE OF EDUCATION DEPARTMENT OF CHILDREN AND FAMILIES,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,1,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400087,Paterson Charter School for Science and Technology,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,86,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400089,OFFICE OF EDUCATION JUVENILE JUSTICE COMMISSION,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,S,5,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400090,Central Jersey College Prep Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,43,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400715,Bergen Arts and Science Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,83,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400740,The Barack Obama Green Charter High School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-89%,54,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400741,Academy for Urban Leadership Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,80-84%,84,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400745,Passaic Arts and Science Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,64,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400746,Thomas Edison EnergySmart Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,31,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400751,Great Oaks Legacy Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,90-94%,88,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400754,Peoples Preparatory Charter School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,90,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400765,Paterson Arts and Science Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=90%,56,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400769,South Hunterdon Regional School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,76,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400770,Trenton Stem-to-Civics Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,78,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400772,Mastery Schools of Camden Inc.,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,171,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400779,College Achieve Central Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,>=95%,88,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400785,Camden's Promise Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,139,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400788,LEAD Charter School,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,40-44%,118,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400930,Asbury Park School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,75-79%,109,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400960,Atlantic City School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,66%,474,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3400990,Atlantic County Vocational School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,94%,392,,All Students,All Students in LEA,,,,,
2021-2022,NEW JERSEY,3401050,Audubon Public School District,,,695|696,Four-Year Adjusted-Cohort Graduation Rate and Cohort Count,70-74%,160,,All Students,All Students in LEA,,,,,
